#cliente,principal component 1,principal component 2,y_predict_dataframe
C_1250,-1.3462041532991178,-0.40755175998380666,3
C_1251,0.10450478511085323,-2.4455186448610116,0
C_1252,-0.36217719674527726,0.32753010719206554,8
C_1253,1.2067382706344867,-2.9138911914309467,0
C_1254,-2.1373839477460344,-0.7711361367680817,7
C_1255,-1.6564705301935934,0.31226294582538927,9
C_1256,-2.3554553872331048,0.3270211851745673,4
C_1257,-2.9643583511192375,0.34863519915182667,4
C_1258,-0.47758169240285636,1.071894698248571,9
C_1259,-2.6593737095735963,1.1522529751492823,4
C_126,-1.642638453690191,0.8147954769645732,9
C_1260,0.12696841314268212,1.6912714646505018,1
C_1261,-2.679453537007747,1.0196894361648614,4
C_1262,-0.054670062939619735,1.3212341872221736,1
C_1263,-0.38093351653624663,-1.326432733466247,0
C_1264,-0.38093351653624663,-1.326432733466247,0
C_1265,-1.0175526431593132,-0.24082163159001355,3
C_1266,-2.5754942638059446,-0.09401557532382174,7
C_1267,-0.24571631720688955,0.8078921192911834,9
C_1268,-0.30282277074480163,0.6072702620546493,9
C_1269,-2.9887386221350942,0.8301596393084297,4
C_127,-0.5015254879972246,-1.446912096538473,0
C_1270,1.535910666129723,-0.4348994699896651,2
C_1271,1.535910666129723,-0.4348994699896651,2
C_1272,-2.699768175968781,-0.43038628554399805,7
C_1273,0.07446402180594879,-1.304944604491914,0
C_1274,-0.3043841376079488,-0.29761905867167937,8
C_1275,1.4475988226286323,0.1713719589682929,2
C_1276,-0.4355299368958928,0.5451596136793472,9
C_1277,0.4358056407392387,0.18718007371339512,8
C_1278,-0.7448331704265504,-0.3191861647094924,3
C_1279,-0.30012521404454406,-1.7898945910679962,0
C_128,1.784626012325179,1.8613821489150992,1
C_1280,-0.039931443699138716,0.2887052827413758,8
C_1281,-1.0234380610690288,-0.3456042587642687,3
C_1282,-0.8876580575615021,-1.434898270601226,3
C_1283,-1.2108196125890178,0.1391967749428608,9
C_1284,-2.087938064913776,1.040559594737417,4
C_1285,-0.8954271347669092,-0.8310543885489378,3
C_1286,-1.8868313556009901,-1.195700687575972,3
C_1287,-0.5774499787975529,-1.2415122208259042,3
C_1288,-0.8432420245662926,0.488523203379085,9
C_1289,-2.670156562500427,1.495355979701577,4
C_129,-2.8220161657901386,-0.7411399108781839,7
C_1290,-0.10870694262227618,-1.2672758453936055,0
C_1291,-0.9911694786620109,-1.6223457804466697,3
C_1292,-2.0481292726395743,0.7292206937061019,4
C_1293,2.710535894016698,0.3537776340865085,6
C_1294,-0.7340608846772253,0.14102956462807373,9
C_1295,0.11620867328547585,-1.169266059968476,0
C_1296,-2.767649316800527,-1.2544670358143262,7
C_1297,1.1236016807700417,0.41462979498601027,2
C_1298,-1.3612784869787202,-0.21956359607681664,3
C_1299,-2.2110367864460287,-0.256985994325176,7
C_13,-0.10090055955366248,-1.5987574926453176,0
C_130,-3.6331262303229717,-0.9079680324364494,7
C_1300,-1.0202844867869982,-0.45047115731476456,3
C_1301,-2.1408235650523735,-0.43067846200502646,7
C_1302,-0.7201032382238084,1.6611010352402436,9
C_1303,-3.6735766971501884,-0.3126812308304054,7
C_1304,-2.66127165842684,-0.40564350874012,7
C_1305,-0.4889793739317939,-0.969306332203228,3
C_1306,-3.1761610960801714,-0.8095591677396572,7
C_1307,-1.8163784582509261,-0.2684068905959628,3
C_1308,3.875353940390533,-1.300161876712016,5
C_1309,2.3360660670282645,-0.5902550276184672,2
C_131,-3.1835110939012696,-1.646223990237784,7
C_1310,-0.6496753370670386,1.0647239746192747,9
C_1311,-0.014079055005491005,-2.833759208334279,0
C_1312,-1.8004588228507898,-0.4399126477278481,3
C_1313,3.9932520002721423,-0.11109216694864146,6
C_1314,0.2890490280721781,-0.28946509987632446,8
C_1315,0.6997840810049203,-0.6106989791687892,8
C_1316,-2.0679024838017637,1.6228377494019577,4
C_1317,1.881423581561001,0.30499709738692676,2
C_1318,-1.7455628563901942,-0.558582678288128,3
C_1319,-0.5982027065202111,-0.09918304717471084,8
C_132,-2.3748717218876045,1.2970677508952977,4
C_1320,2.8482278935123255,-0.7391912440232696,5
C_1321,-0.23810176854640358,-0.43623868026012896,8
C_1322,-3.9181527635184814,-1.2603408087847956,7
C_1323,-1.2921063003946827,1.2329160330424922,9
C_1324,0.1713936052433377,-1.4417181396998444,0
C_1325,-1.6584448162700327,0.7424918067388111,9
C_1326,-1.2946226647812167,0.15919765161936458,9
C_1327,0.2624433428669266,-0.5841469076233657,8
C_1328,3.6067881453087587,0.4826113060444491,6
C_1329,0.3682383270639032,-0.011122524953595376,8
C_133,2.755037255169991,0.8110203422564884,6
C_1330,-2.0040332830457412,0.7762758080667608,4
C_1331,-1.1427311115000267,-0.6291946737641154,3
C_1332,-1.7483778855380943,-1.1741065230216445,3
C_1333,-2.145454043857721,0.008569545968048542,4
C_1334,-0.5198291999498006,-2.647452712740879,0
C_1335,-0.7214536292714201,-0.9414096622298687,3
C_1336,-1.9563362730168945,1.7438886652154635,4
C_1337,-0.4961580575697781,1.2257279206533955,9
C_1338,-0.4757630755289194,-0.597078389918449,3
C_1339,-0.21205262207220996,-0.49662160337898625,8
C_134,-0.426159626435219,0.9504902361410595,9
C_1340,-0.6309542555621835,-0.12008561462709694,8
C_1341,-2.6088376577520838,1.0977754047139998,4
C_1342,-0.8933822644562891,-0.13767368814055078,3
C_1343,-3.4306769213887343,-0.3645181274339757,7
C_1344,-3.3072926281966453,0.7639055296146655,4
C_1345,-3.6353629751623795,-0.12278804246453562,7
C_1346,0.0839035788229905,-0.5927064687347972,8
C_1347,-0.8197684062691399,-1.3979601367445322,3
C_1348,-1.8537226744842235,-0.24568378480476533,3
C_1349,-2.4917358408145662,0.8840937968630146,4
C_135,-3.154372547178685,-0.20572988600009393,7
C_1350,1.2189599488526464,0.39158393675053454,2
C_1351,0.6948146301866465,-1.1918908085346964,0
C_1352,1.1678287137361085,0.3231030532878991,2
C_1353,2.1692824760204523,0.7331611049329908,6
C_1354,-1.661375492035928,0.4435297747595067,9
C_1355,2.0024095667413375,-0.448700316790748,2
C_1356,1.7240155728805335,-0.4347859674354513,2
C_1357,-2.1008805127376147,0.5038233726746244,4
C_1358,-1.896396098960476,-1.3625023702907875,3
C_1359,-1.2025589485303383,-0.42872123909797605,3
C_136,-0.9154297953705075,-1.4864731408958263,3
C_1360,-0.39542459155184123,0.44858393102882965,9
C_1361,-0.6177957310134855,0.5259752052685933,9
C_1362,0.9740633989472732,-1.1170921536321905,0
C_1363,-1.3767900753425506,0.22381205537923654,9
C_1364,0.6675113729290588,0.10916111827518597,8
C_1365,0.5569881587524155,2.0184838766423656,1
C_1366,0.192825321333132,-1.3988649368617279,0
C_1367,-0.35400724220981256,-0.5010741636305702,8
C_1368,0.3395177691226262,0.6116103038379443,8
C_1369,-1.5182479914437181,0.27703175942326425,9
C_137,-2.242825755192703,1.2915171204089972,4
C_1370,-1.3105903056469028,0.8203136769535416,9
C_1371,-0.23249097187751563,-0.6704650311392669,8
C_1372,-0.48538764991507544,0.23302607165258796,8
C_1373,-2.0682295112297773,0.12146706441231109,4
C_1374,0.24444687838914028,-0.005052153741519316,8
C_1375,-1.0356846818064303,0.6562278238244611,9
C_1376,-0.2684200880810222,-0.7364176343774922,8
C_1377,-2.472940432998086,1.3472096202365755,4
C_1378,2.5059336678482924,-1.7316812610412156,5
C_1379,-0.6450339085260312,0.12875067801340562,9
C_138,-0.9337488273075373,-0.5617116041937857,3
C_1380,-0.899944544561311,0.4380115968860755,9
C_1381,2.993776433630948,-0.03524002743285789,6
C_1382,-2.4769342782838923,-0.21283676290952044,7
C_1383,0.31799202458046194,1.29038744940894,1
C_1384,-1.3337079893404535,-1.1818977609125567,3
C_1385,-0.9694273449244358,-0.08140426417965095,3
C_1386,-1.8351317857975387,-0.200875634287116,3
C_1387,-1.1502064090370385,0.44958204698947285,9
C_1388,-1.0743861037333209,0.2697057334920978,9
C_1389,-2.454991630803877,0.1458529449508123,4
C_139,2.180314408642388,1.8149276608180942,6
C_1390,-2.77853322765226,0.10133056755176115,7
C_1391,-1.098002106973412,0.551624092219678,9
C_1392,-1.4462852541248183,-0.819515139783753,3
C_1393,0.9574651525837715,0.8561988723567601,1
C_1394,-2.3526795250630204,-0.17626559021735005,7
C_1395,-3.717701496777151,-0.2579468366525698,7
C_1396,-2.863512845503091,1.567882452965828,4
C_1397,0.8232998146032737,-1.17723427828446,0
C_1398,-0.6595914634091486,-0.04405942093432944,8
C_1399,-0.6595914634091486,-0.04405942093432944,8
C_14,-0.2925419063106478,-0.012296899193823993,8
C_140,-2.0725373306603014,-1.4346705445987493,3
C_1400,2.0840538333513297,-1.036472087365521,2
C_1401,-1.4325125131768413,0.5363432072828214,9
C_1402,1.322030711636527,0.7287852709233659,1
C_1403,-0.5971330805354094,-0.006991881176230181,8
C_1404,-3.6037272002280174,-0.6110529006661257,7
C_1405,-0.8155525177097399,0.25545341169770147,9
C_1406,0.7199255552358983,-1.699674762618612,0
C_1407,-2.3499725845844224,0.11809583125888727,4
C_1408,-1.3301060672551948,-1.8427799999261447,3
C_1409,3.7180735634245896,1.116472158851778,6
C_141,0.5713712300262956,0.4733635023937892,8
C_1410,0.9230335770765482,1.6683185731065049,1
C_1411,-1.1066470921009859,-0.8126635228651249,3
C_1412,0.2459205830384699,0.27969125929745553,8
C_1413,1.5909838334659392,-1.0461363758585744,2
C_1414,1.4718150310926739,0.7611228186768826,1
C_1415,-2.684216944101553,1.070974386982743,4
C_1416,1.8796571851026203,1.1398040986249351,6
C_1417,-3.51863624401377,-1.532117591870893,7
C_1418,-2.3379936742870386,-0.28255269740407596,7
C_1419,-3.860936757439107,0.20173889573962872,7
C_142,-1.730211463868865,0.5243017110250574,4
C_1420,-4.218907943522038,-0.23647809097617564,7
C_1421,-3.0004072476245507,-0.3425512481082709,7
C_1422,0.24948542809198118,0.3394526864648121,8
C_1423,-1.4180766993761103,-1.4134511116491515,3
C_1424,-0.014237560923758684,1.6156685423639008,1
C_1425,0.9210563678868111,-0.5711040489597505,2
C_1426,-0.3743154923452911,-0.14803194169249412,8
C_1427,2.920589225833619,-2.608969869831999,5
C_1428,-2.485904711806939,-0.9233118113684939,7
C_1429,-1.551485402870986,0.7104705865427707,9
C_143,-1.612634042277269,0.2811430294339929,9
C_1430,-1.5670863040472436,-0.5945111673023514,3
C_1431,-3.2086740062120964,1.1816886734761962,4
C_1432,-2.617224478035597,0.3512715037412139,4
C_1433,-0.8313466263663883,-0.2752360169545351,3
C_1434,-1.3798906624591234,-0.8702308824624916,3
C_1435,-0.5656007042696977,1.487166668682284,9
C_1436,-1.1298957837441046,1.0803458215632185,9
C_1437,-2.953472220105437,1.5766190287652133,4
C_1438,-0.28903108377604325,-0.10943342214041424,8
C_1439,-2.690386270631808,-0.5694016867442417,7
C_144,-0.18751075481517704,0.12368855085976323,8
C_1440,-0.11171514531063081,-0.8423435391247343,8
C_1441,-0.840281426804889,-0.5524418676551134,3
C_1442,-3.8157095584869816,3.061066550923937,4
C_1443,-0.4617503185309459,0.7489932878404435,9
C_1444,-1.9334860901441848,-0.837827874014136,3
C_1445,-0.7229285918001954,-0.9958372580236032,3
C_1446,0.38862430961413924,-1.3948702822076369,0
C_1447,-2.43155551386596,-0.4846381812054611,7
C_1448,-0.645397849411854,-1.0981381442779432,3
C_1449,0.1740368467497257,0.4342919319035539,8
C_145,-1.5816375691322517,0.7786095947845098,9
C_1450,-0.4912029315508931,1.414444841085278,9
C_1451,-1.2778599132406163,-0.2896193326053208,3
C_1452,1.820925203027514,-2.763902086180836,5
C_1453,-0.4703006144356798,0.8610670750782633,9
C_1454,0.5961040226577481,-0.7409594740584174,0
C_1455,0.6016466689236144,-0.035171532519365604,8
C_1456,-0.50551650706374,0.560862308195791,9
C_1457,-2.187669247317154,0.3916415365143475,4
C_1458,-2.6299329527426125,0.09838777199475829,7
C_1459,-2.7778777263935495,1.1807681127820275,4
C_146,-0.42629594334073023,0.478018957717102,9
C_1460,-1.3275986229410157,0.9485304675313224,9
C_1461,-0.3362978299607598,0.9517430061665588,9
C_1462,-0.941206676570587,0.398875218524908,9
C_1463,0.6281787224699559,0.16291183201322063,8
C_1464,0.6316492306809867,-0.04749083503276784,8
C_1465,-0.019900226427941193,-0.20955392333340808,8
C_1466,2.4159073065285672,1.3060016619860015,6
C_1467,-1.4112359410560824,-0.692904164307856,3
C_1468,0.6273021296814704,0.015014413748895259,8
C_147,-0.9515133319309431,0.9703503583211105,9
C_1470,0.866561740857734,-0.6236104497831627,2
C_1471,-2.285968172887178,0.647308692697819,4
C_1472,-0.23402008578730257,-0.25675308939223906,8
C_1473,-3.9774290125555876,0.21641465350565256,7
C_1474,-1.9522026644494737,-1.2240522924739585,3
C_1475,0.44613262968787554,1.4251822545346788,1
C_1476,-0.9340296313420101,-0.2565004908151446,3
C_1477,-0.10103408267580515,-1.0385592653706834,0
C_1478,-1.3563356236801327,-1.586985797062693,3
C_1479,-0.718739672006491,-0.9527681588399004,3
C_148,-4.561932674206393,1.7001974729319786,4
C_1480,0.1074661012513669,0.17102623386904392,8
C_1481,-2.4078050697779494,0.21468568602367674,4
C_1482,-2.071764721248967,0.5036016817852915,4
C_1483,0.05755958855822022,1.007944278150695,1
C_1484,-1.9523329650762011,0.5270228459432138,4
